wx,wy,wz,nx,ny,nz,tx,ty,tz,class
5.689,8.796,11.131,-0.655,6.889,1.624,1.818,5.578,7.366,basketball
4.851,8.376,10.974,-0.147,6.93,1.755,1.848,4.592,7.041,basketball
4.955,8.526,10.918,0.268,7.175,1.706,2.564,3.964,5.874,basketball
6.076,9.537,10.876,0.408,7.527,1.553,3.66,3.663,4.205,basketball
7.464,10.932,10.964,0.297,7.966,1.386,4.934,3.843,1.618,basketball
8.48,12.028,11.146,0.093,8.418,1.205,5.759,4.76,-1.232,basketball
8.643,12.951,11.364,-0.081,8.823,1.063,5.847,7.642,-2.471,basketball
8.203,13.806,11.485,-0.339,9.171,1.007,5.556,12.647,-0.688,basketball
8.211,14.496,11.812,-0.676,9.518,1.013,4.565,17.465,3.333,basketball
9.099,14.579,12.626,-1,9.838,0.996,2.458,19.573,6.823,basketball
10.233,13.985,13.701,-1.198,10.148,1.007,-1.574,17.735,7.597,basketball
11.195,12.953,14.802,-1.214,10.415,1.073,-4.709,13.291,5.177,basketball
11.89,11.906,15.783,-1.081,10.642,1.154,-4.229,9.588,1.396,basketball
12.139,10.951,16.519,-0.869,10.806,1.191,-2.744,7.309,-0.117,basketball
11.987,10.125,17.047,-0.679,11.003,1.196,-2.325,6.407,-0.441,basketball
11.546,9.389,17.474,-0.587,11.152,1.194,-2.003,6.831,-1.03,basketball
11.121,8.916,17.694,-0.552,11.137,1.185,-1.69,8.277,-1.736,basketball
10.75,8.659,17.697,-0.511,10.953,1.159,-1.811,10.29,-1.89,basketball
10.281,8.261,17.614,-0.436,10.672,1.116,-2.441,12.036,-1.769,basketball
9.92,7.948,17.48,-0.341,10.384,1.074,-3.147,12.704,-1.343,basketball
9.935,7.902,17.146,-0.18,10.129,1.022,-3.195,12.105,-0.658,basketball
10.204,7.843,16.617,0.042,10.076,0.789,-2.559,11.064,0.004,basketball
10.446,7.713,15.978,0.302,10.202,0.551,-1.561,10.228,0.432,basketball
10.417,7.548,15.297,0.474,10.331,0.406,-0.628,9.722,0.627,basketball
10.075,7.288,14.681,0.468,10.338,0.348,-0.079,9.431,0.727,basketball
9.521,6.855,14.188,0.28,10.251,0.352,-0.061,9.238,0.769,basketball
8.928,6.311,13.661,-0.036,10.144,0.348,-0.399,9.185,0.797,basketball
8.393,5.853,13.059,-0.344,10.023,0.294,-0.911,9.28,0.968,basketball
7.989,5.509,12.378,-0.53,9.902,0.18,-1.42,9.428,1.245,basketball
7.562,5.194,11.692,-0.529,9.754,0.072,-1.836,9.53,1.514,basketball
7.165,4.864,10.989,-0.39,9.591,0.011,-2.083,9.544,1.707,basketball
6.891,4.573,10.214,-0.202,9.512,-0.023,-2.151,9.488,1.779,basketball
6.712,4.414,9.456,-0.123,9.571,-0.049,-2.04,9.422,1.92,basketball
6.573,4.342,8.769,-0.126,9.699,0.008,-1.826,9.348,2.161,basketball
6.511,4.342,8.183,-0.133,9.817,0.101,-1.65,9.238,2.382,basketball
6.585,4.448,7.683,-0.115,9.835,0.205,-1.584,9.111,2.577,basketball
6.665,4.468,7.294,-0.087,9.809,0.206,-1.607,8.963,2.699,basketball
6.628,4.347,6.898,-0.121,9.776,0.195,-1.523,8.922,2.593,basketball
6.512,4.233,6.522,-0.232,9.744,0.2,-1.155,9.041,2.397,basketball
6.302,4.131,6.183,-0.369,9.76,0.186,-0.745,9.319,2.207,basketball
6.061,4.031,5.895,-0.517,9.813,0.166,-0.585,9.546,2.066,basketball
5.94,4.02,5.666,-0.546,9.847,0.194,-0.747,9.562,1.885,basketball
6.036,4.179,5.474,-0.546,9.829,0.178,-0.966,9.436,1.578,basketball
6.26,4.548,5.278,-0.12,9.827,0.109,-1.063,9.364,1.235,basketball
6.309,4.95,5.14,-0.214,9.741,0.072,-1.113,9.419,0.94,basketball
6.061,5.399,5.122,-0.012,9.649,0.025,-1.325,9.591,0.633,basketball
5.629,5.76,5.218,0.101,9.649,-0.008,-1.628,9.833,0.259,basketball
5.252,5.939,5.341,0.059,9.631,0.048,-1.836,9.995,-0.248,basketball
5.036,6.109,5.416,-0.163,9.644,0.186,-1.876,10.077,-0.994,basketball
5.001,6.365,5.389,-0.456,9.623,0.354,-1.63,10.199,-1.84,basketball
5.023,6.616,5.376,-0.686,9.67,0.354,-1.103,10.459,-2.501,basketball
4.927,6.893,5.326,-0.74,9.78,0.472,-0.523,10.797,-2.759,basketball
4.652,7.219,5.215,-0.473,9.874,0.424,-0.144,11.15,-2.585,basketball
4.29,7.543,5.085,0.085,9.966,0.215,0.109,11.358,-2.176,basketball
4.265,7.798,5.089,0.634,10.035,0.038,0.548,11.355,-1.58,basketball
4.616,7.787,5.264,0.808,10.014,-0.048,1.316,11.202,-0.81,basketball
5.137,7.484,5.511,0.524,10.017,-0.145,2.362,10.932,0.056,basketball
5.752,7.095,5.748,-0.029,9.995,-0.196,3.498,10.593,0.972,basketball
6.431,6.698,5.956,-0.499,9.914,-0.17,4.405,10.135,1.712,basketball
7.013,6.311,6.103,-0.709,9.752,-0.032,4.954,9.477,2.235,basketball
7.338,5.942,6.225,-0.7,9.535,0.157,5.012,8.88,2.497,basketball
7.396,5.557,6.354,-0.639,9.315,0.312,4.556,8.712,2.682,basketball
7.491,5.08,6.608,-0.564,9.236,0.279,3.637,9.015,2.874,basketball
7.734,4.505,6.912,-0.524,9.291,0.09,2.448,9.6,3.168,basketball
7.997,3.9,7.162,-0.588,9.491,-0.083,2.375,10.195,3.584,basketball
8.126,3.29,7.336,-0.628,9.76,-0.174,0.883,10.635,4.156,basketball
8.138,2.761,7.456,-0.581,9.951,-0.117,-0.693,10.635,4.97,basketball
8.24,2.407,7.515,-0.54,10.048,0.132,-2.336,9.932,5.892,basketball
8.467,2.189,7.452,-0.518,10.072,0.438,-3.745,9.946,7.108,basketball
8.683,2.051,7.392,-0.475,9.983,0.663,-4.73,9.487,8.064,basketball
8.769,1.964,7.426,-0.433,9.825,0.776,-5.322,9.172,8.064,basketball
8.595,1.884,7.666,-0.406,9.633,0.861,-5.587,8.847,7.907,basketball
8.343,1.8,7.988,-0.384,9.401,0.906,-3.87,8.559,6.754,basketball
wx,wy,wz,nx,ny,nz,tx,ty,tz,class
1.359,0.66,9.404,-0.287,8.763,3.348,-1.324,-5.41,4.043,cycling
1.501,0.563,9.521,-0.286,8.697,3.405,-1.374,-5.332,4.088,cycling
1.741,0.47,9.61,-0.278,8.618,3.479,-1.55,-5.244,4.348,cycling
2.082,0.447,9.847,-0.262,8.57,3.529,-1.505,-5.021,5.273,cycling
2.388,0.515,10.185,-0.206,8.57,3.505,-1.505,-5.021,5.273,cycling
2.401,0.575,10.446,-0.097,8.6,3.491,-1.398,-4.742,5.678,cycling
2.557,0.567,10.555,-0.012,8.68,3.529,-1.256,-4.398,5.871,cycling
2.503,0.567,10.696,0.02,8.728,3.591,-1.33,-4.019,6.106,cycling
2.443,0.493,10.921,0.02,8.724,3.637,-1.684,-3.645,6.296,cycling
2.521,0.324,11.071,-0.026,8.726,3.68,-2.24,-3.221,6.406,cycling
2.674,0.014,11.116,-0.067,8.744,3.734,-2.854,-2.725,6.658,cycling
2.796,-0.318,11.116,-0.085,8.827,3.83,-3.394,-2.236,6.828,cycling
2.861,-0.573,11.163,-0.111,8.935,3.94,-3.777,-1.802,6.865,cycling
2.82,-0.764,11.254,-0.122,8.988,4.05,-3.947,-1.483,6.706,cycling
2.697,-0.934,11.284,-0.124,8.953,4.124,-3.959,-1.22,6.434,cycling
2.534,-1.153,11.246,-0.102,8.888,4.116,-3.877,-0.839,6.498,cycling
2.369,-1.437,11.176,-0.075,8.808,4.105,-3.676,-0.329,6.748,cycling
2.219,-1.689,10.994,-0.055,8.708,4.1,-4.093,0.648,8.125,cycling
2.157,-1.834,10.787,-0.066,8.644,4.088,-4.093,0.648,8.125,cycling
2.253,-1.912,10.594,-0.079,8.649,4.071,-4.6,1.059,8.933,cycling
2.357,-1.998,10.418,-0.119,8.75,4.116,-5.085,1.421,9.791,cycling
2.306,-2.113,10.096,-0.174,8.935,4.201,-5.367,1.614,10.481,cycling
2.069,-2.192,9.639,-0.214,9.117,4.271,-5.493,1.52,11.11,cycling
1.863,-2.197,9.23,-0.22,9.24,4.319,-5.555,1.371,11.651,cycling
1.791,-2.145,8.814,-0.194,9.269,4.292,-5.626,1.458,12.325,cycling
1.717,-2.096,8.389,-0.168,9.183,4.17,-5.901,1.75,12.886,cycling
1.616,-1.988,8.025,-0.175,9.055,4.005,-6.074,1.969,12.983,cycling
1.587,-1.832,7.73,-0.196,8.966,3.838,-6.017,2.105,12.942,cycling
1.718,-1.659,7.529,-0.196,8.934,3.662,-5.486,2.105,12.882,cycling
1.991,-1.478,7.442,-0.212,8.934,3.522,-4.784,2.075,12.747,cycling
2.346,-1.324,7.444,-0.214,8.882,3.415,-4.138,1.999,12.568,cycling
2.659,-1.276,7.471,-0.248,8.882,3.332,-3.754,1.877,12.341,cycling
2.871,-1.342,7.439,-0.298,8.861,3.248,-3.694,1.797,11.921,cycling
3.027,-1.496,7.404,-0.384,8.865,3.195,-3.881,1.778,11.459,cycling
3.141,-1.699,7.416,-0.46,8.849,3.227,-4.233,1.816,11.24,cycling
3.199,-1.923,7.468,-0.499,8.809,3.227,-4.598,1.879,11.237,cycling
3.132,-2.252,7.721,-0.506,8.751,3.298,-4.846,1.902,11.211,cycling
3.132,-2.252,7.721,-0.52,8.699,3.36,-4.899,1.839,11.161,cycling
2.982,-2.286,7.943,-0.54,8.624,3.387,-4.7,1.793,11.106,cycling
2.795,-2.286,7.943,-0.572,8.582,3.388,-4.362,1.762,11.046,cycling
2.654,-2.235,8.191,-0.626,8.525,3.415,-3.728,1.669,10.757,cycling
2.597,-2.079,8.386,-0.667,8.443,3.493,-3.084,1.489,9.785,cycling
2.569,-1.86,8.486,-0.685,8.431,3.582,-2.841,1.342,8.782,cycling
2.577,-1.602,8.516,-0.674,8.517,3.668,-2.964,1.204,8.58,cycling
2.641,-1.316,8.49,-0.676,8.661,3.751,-3.279,1.001,9.006,cycling
2.695,-1.037,8.523,-0.696,8.845,3.83,-3.582,0.824,9.456,cycling
2.649,-0.791,8.642,-0.727,9.002,3.899,-3.627,0.765,9.482,cycling
2.479,-0.569,8.808,-0.724,9.105,3.974,-3.36,0.824,8.897,cycling
2.24,-0.382,8.964,-0.69,9.14,4.058,-3.135,0.842,7.755,cycling
1.998,-0.223,9.116,-0.638,9.109,4.124,-3.225,0.855,6.646,cycling
1.793,-0.107,9.291,-0.583,9.063,4.13,-3.575,0.783,6.319,cycling
1.646,-0.038,9.449,-0.528,9.02,4.126,-3.972,0.753,6.858,cycling
1.563,-0.008,9.606,-0.442,8.971,4.09,-4.395,0.681,7.761,cycling
1.562,0.061,9.697,-0.327,8.953,3.994,-4.748,0.491,9.057,cycling
1.633,0.193,9.73,-0.201,8.954,3.862,-5.071,0.219,10.263,cycling
1.748,0.394,9.681,-0.091,8.977,3.733,-5.279,-0.062,10.223,cycling
1.881,0.622,9.647,-0.024,9.032,3.691,-5.405,-0.209,8.367,cycling
1.951,0.833,9.627,-0.012,9.069,3.739,-5.602,-0.035,6.513,cycling
1.891,1.01,9.6,-0.096,9.045,3.806,-5.757,0.218,5.714,cycling
1.68,1.14,9.604,-0.249,8.936,3.881,-5.788,0.217,5.963,cycling
1.378,1.226,9.62,-0.437,8.784,3.948,-5.83,-0.04,7.41,cycling
1.062,1.295,9.634,-0.619,8.635,3.932,-5.908,-0.527,9.464,cycling
0.798,1.365,9.59,-0.728,8.592,3.869,-5.782,-1.162,10.502,cycling
0.628,1.432,9.499,-0.755,8.675,3.826,-5.702,-1.735,9.847,cycling
0.597,1.489,9.416,-0.737,8.792,3.826,-5.816,-1.847,8.467,cycling
0.718,1.519,9.322,-0.718,8.868,3.785,-6.123,-1.312,7.53,cycling
0.924,1.476,9.227,-0.679,8.918,3.656,-6.698,-0.42,7.603,cycling
1.125,1.35,9.177,-0.645,8.989,3.485,-7.459,0.33,8.34,cycling
1.284,1.183,9.12,-0.63,9.112,3.364,-7.971,0.681,8.882,cycling
1.325,1.012,9.041,-0.657,9.207,3.349,-7.912,0.575,8.82,cycling
1.304,0.858,8.996,-0.696,9.238,3.363,-7.416,0.196,8.805,cycling
1.262,0.752,9.049,-0.73,9.238,3.367,-6.991,-0.192,9.153,cycling
1.195,0.643,9.201,-0.74,9.225,3.373,-6.761,-0.322,9.772,cycling
1.085,0.51,9.426,-0.681,9.196,3.385,-6.536,-0.261,9.861,cycling
0.984,0.314,9.664,-0.555,9.184,3.372,-6.203,-0.084,9.279,cycling
0.964,0.061,9.827,-0.408,9.206,3.372,-5.652,0.136,8.717,cycling
1.045,-0.171,9.941,-0.315,9.193,3.402,-4.96,0.062,8.302,cycling
1.168,-0.391,10.028,-0.256,9.143,3.426,-4.384,-0.347,8.021,cycling
1.247,-0.624,10.183,-0.255,9.087,3.454,-3.96,-0.984,7.72,cycling
1.318,-0.894,10.409,-0.317,9.051,3.487,-3.683,-1.562,7.453,cycling
1.411,-1.222,10.708,-0.406,9.035,3.508,-3.472,-2.025,7.222,cycling
1.499,-1.541,11.059,-0.475,9.005,3.522,-3.272,-2.344,6.677,cycling
1.604,-1.757,11.383,-0.498,9.017,3.535,-3.156,-2.588,6.068,cycling
1.747,-1.79,11.542,-0.491,9.021,3.542,-3.135,-2.787,5.704,cycling
1.865,-1.627,11.527,-0.448,8.96,3.545,-3.172,-3.194,5.55,cycling
1.882,-1.393,11.459,-0.397,8.814,3.525,-3.041,-3.882,5.507,cycling
1.775,-1.205,11.355,-0.335,8.638,3.49,-2.604,-4.681,5.355,cycling
1.665,-1.103,11.224,-0.253,8.532,3.402,-1.89,-5.528,4.955,cycling
1.629,-1.051,11.096,-0.162,8.527,3.373,-1.505,-6.23,4.565,cycling
1.711,-1.026,10.951,-0.132,8.568,3.358,-1.385,-6.625,4.264,cycling
1.914,-0.962,10.764,-0.141,8.653,3.42,-1.341,-6.721,3.968,cycling
2.198,-0.863,10.531,-0.187,8.735,3.535,-1.342,-6.728,3.806,cycling
2.456,-0.747,10.251,-0.256,8.857,3.648,-1.387,-6.667,3.838,cycling
2.606,-0.655,9.99,-0.3,9.003,3.741,-1.549,-6.627,4.07,cycling
2.61,-0.594,9.787,-0.303,9.118,3.846,-1.695,-6.73,4.357,cycling
2.461,-0.532,9.603,-0.271,9.131,3.95,-1.724,-6.801,4.642,cycling
2.229,-0.476,9.404,-0.223,9.033,3.996,-1.617,-6.649,4.829,cycling
1.987,-0.454,9.154,-0.176,8.89,3.967,-1.611,-6.237,5.015,cycling
1.829,-0.423,8.893,-0.158,8.765,3.858,-1.648,-5.814,5.046,cycling
2.119,-0.256,8.317,-0.163,8.707,3.713,-1.897,-5.24,4.996,cycling
1.896,-0.256,8.317,-0.208,8.705,3.591,-2.225,-4.611,5.076,cycling
2.005,-0.156,8.066,-0.273,8.735,3.53,-2.714,-4.144,5.283,cycling
2.115,-0.067,7.853,-0.344,8.786,3.536,-3.235,-3.95,5.608,cycling
2.229,0.038,7.63,-0.406,8.928,3.596,-3.703,-3.97,6.051,cycling
2.359,0.148,7.405,-0.431,9.11,3.715,-4.195,-4.069,6.618,cycling
2.538,0.272,7.223,-0.415,9.268,3.881,-4.495,-4.102,7.045,cycling
2.743,0.39,7.163,-0.339,9.348,4.017,-4.559,-3.886,7.199,cycling
2.887,0.503,7.25,-0.238,9.349,4.08,-4.611,-3.405,7.002,cycling
2.877,0.575,7.406,-0.153,9.269,4.045,-4.784,-2.701,6.901,cycling
2.783,0.633,7.657,-0.128,9.135,3.915,-5.077,-2.014,6.797,cycling
2.691,0.687,7.933,-0.156,8.952,3.721,-5.401,-1.445,6.991,cycling
2.643,0.721,8.182,-0.187,8.77,3.485,-5.618,-1.065,7.277,cycling
2.636,0.713,8.407,-0.225,8.726,3.267,-5.672,-0.831,7.556,cycling
2.594,0.637,8.637,-0.298,8.805,3.145,-5.575,-0.788,7.746,cycling
2.431,0.499,8.847,-0.391,8.967,3.206,-5.223,-0.839,7.785,cycling
2.228,0.336,9.104,-0.484,9.151,3.308,-4.761,-0.856,7.685,cycling
2.144,0.166,9.454,-0.53,9.202,3.442,-4.148,-0.769,7.724,cycling
2.148,0.036,9.837,-0.567,9.069,3.577,-4.264,-0.497,7.773,cycling
2.174,-0.041,10.19,-0.601,8.853,3.679,-4.014,-0.062,8.402,cycling
2.148,-0.065,10.533,-0.622,8.666,3.698,-4.077,0.335,8.905,cycling
2.052,-0.034,10.842,-0.612,8.568,3.616,-4.073,0.642,9.572,cycling
1.887,0.043,11.107,-0.532,8.495,3.527,-4.184,0.626,9.629,cycling
1.739,0.154,11.305,-0.445,8.478,3.432,-4.298,0.751,9.613,cycling
1.739,0.269,11.417,-0.383,8.538,3.351,-4.565,0.874,9.837,cycling
1.312,0.351,11.471,-0.357,8.628,3.318,-4.834,1.016,10.143,cycling
1.48,0.373,11.413,-0.371,8.691,3.372,-4.986,1.425,11.317,cycling
1.267,0.373,11.274,-0.406,8.727,3.475,-4.851,1.833,11.412,cycling
1.01,0.373,11.097,-0.457,8.793,3.592,-4.561,2.046,11.603,cycling
0.775,0.439,10.908,-0.491,8.856,3.728,-4.234,2.131,11.776,cycling
0.611,0.579,10.758,-0.512,8.886,3.871,-4.033,2.133,11.891,cycling
0.57,0.766,10.452,-0.518,8.879,3.964,-3.949,2.181,12.06,cycling
0.607,0.937,10.637,-0.491,8.821,4.003,-3.843,2.359,12.354,cycling
0.718,1.039,10.49,-0.442,8.764,4.027,-3.64,2.494,12.555,cycling
0.887,1.079,10.331,-0.371,8.756,4.013,-3.358,2.521,12.382,cycling
1.086,1.068,10.155,-0.303,8.813,3.95,-3.175,2.449,11.82,cycling
1.269,1.053,9.934,-0.233,8.926,3.9,-3.168,2.421,11.158,cycling
1.448,1.074,9.668,-0.201,9.072,3.868,-3.369,2.506,10.685,cycling
1.617,1.123,9.401,-0.199,9.184,3.897,-3.717,2.568,10.603,cycling
1.715,1.154,9.175,-0.236,9.263,3.974,-4.138,2.563,10.94,cycling
1.707,1.174,8.99,-0.278,9.212,4.071,-4.446,2.416,11.594,cycling
1.62,1.198,8.878,-0.306,9.062,4.092,-4.227,2.162,11.759,cycling
1.495,1.204,8.815,-0.321,8.892,4.025,-3.773,1.939,11.217,cycling
1.354,1.204,8.769,-0.302,8.756,3.875,-3.631,1.889,10.374,cycling
1.231,1.194,8.742,-0.253,8.662,3.754,-3.783,1.996,9.742,cycling
1.18,1.162,8.708,-0.194,8.595,3.686,-4.039,2.132,9.725,cycling
1.214,1.123,8.651,-0.162,8.638,3.627,-4.112,2.093,9.845,cycling
1.32,1.053,8.554,-0.168,8.794,3.585,-4.011,1.984,9.504,cycling
1.426,0.974,8.474,-0.215,9.021,3.583,-3.873,1.994,9.261,cycling
1.502,0.888,8.473,-0.294,9.27,3.632,-3.711,2.024,8.874,cycling
1.488,0.804,8.517,-0.37,9.454,3.663,-3.801,2.008,8.432,cycling
1.407,0.719,8.556,-0.393,9.538,3.643,-4.086,1.932,8.373,cycling
1.34,0.656,8.592,-0.371,9.525,3.571,-4.235,1.723,8.539,cycling
1.367,0.591,8.63,-0.322,9.434,3.473,-4.262,1.403,8.332,cycling
1.452,0.579,8.659,-0.302,9.306,3.335,-4.36,1.002,8.17,cycling
1.529,0.576,8.727,-0.304,9.237,3.224,-4.612,0.522,8.296,cycling
1.555,0.514,8.824,-0.362,9.258,3.174,-4.823,0.102,8.52,cycling
1.555,0.423,8.877,-0.444,9.376,3.208,-4.907,-0.145,8.578,cycling
1.58,0.387,8.903,-0.511,9.487,3.287,-4.93,-0.218,8.321,cycling
1.64,0.453,8.911,-0.527,9.515,3.316,-4.9,-0.078,7.837,cycling
1.727,0.601,8.838,-0.455,9.473,3.282,-4.881,0.157,7.24,cycling
1.841,0.755,8.742,-0.335,9.395,3.248,-4.77,0.341,6.669,cycling
2,0.875,8.654,-0.184,9.248,3.203,-4.726,0.499,6.343,cycling
2.146,0.937,8.622,-0.087,9.105,3.133,-4.964,0.661,6.299,cycling
2.188,0.94,8.716,-0.049,8.985,3.111,-5.382,0.668,6.483,cycling
2.186,0.906,8.891,-0.084,8.841,3.14,-5.822,0.492,6.719,cycling
2.157,0.881,9.078,-0.168,8.76,3.139,-6.364,0.34,7.246,cycling
2.082,0.849,9.23,-0.243,8.741,3.117,-6.868,0.186,8.041,cycling
1.996,0.764,9.38,-0.29,8.727,3.153,-7.138,0.089,8.806,cycling
1.918,0.591,9.499,-0.302,8.704,3.256,-7.047,0.172,9.048,cycling
1.851,0.341,9.653,-0.273,8.699,3.411,-6.511,0.243,8.811,cycling
1.854,0.037,9.844,-0.223,8.665,3.576,-5.855,0.28,8.477,cycling
1.93,-0.251,10.051,-0.184,8.607,3.693,-5.386,0.401,8.487,cycling
2.066,-0.529,10.223,-0.188,8.546,3.783,-5.315,0.451,8.926,cycling
2.258,-0.751,10.369,-0.238,8.452,3.828,-5.533,0.509,9.404,cycling
2.495,-0.871,10.464,-0.305,8.4,3.893,-6.066,0.532,9.492,cycling
2.719,-0.873,10.512,-0.342,8.455,3.98,-6.82,0.67,9.568,cycling
2.901,-0.814,10.551,-0.342,8.574,4.075,-7.333,0.759,9.621,cycling
3,-0.758,10.628,-0.35,8.653,4.183,-7.544,0.704,9.365,cycling
2.983,-0.769,10.754,-0.311,8.674,4.191,-7.496,0.553,8.969,cycling
2.915,-0.827,10.882,-0.243,8.642,4.136,-7.07,0.342,8.722,cycling
2.896,-0.855,10.945,-0.175,8.642,4.051,-6.361,-0.06,8.577,cycling
2.945,-0.798,10.946,-0.122,8.626,3.968,-5.626,-0.627,8.431,cycling
3.027,-0.709,10.849,-0.168,8.639,3.879,-5.113,-1.161,8.151,cycling
3.096,-0.638,10.72,-0.25,8.644,3.834,-4.873,-1.627,7.892,cycling
3.126,-0.618,10.621,-0.346,8.667,3.834,-4.757,-2.052,7.537,cycling
3.144,-0.637,10.475,-0.42,8.653,3.889,-4.606,-2.394,6.998,cycling
3.144,-0.661,10.259,-0.45,8.696,4.281,-4.417,-2.665,6.39,cycling
3.136,-0.704,10.052,-0.425,8.823,4.051,-4.233,-2.886,6.051,cycling
3.112,-0.719,9.84,-0.34,9.043,4.166,-3.971,-3.096,5.726,cycling
3.069,-0.688,9.664,-0.245,9.254,4.326,-3.706,-3.32,5.563,cycling
2.998,-0.636,9.491,-0.169,9.398,4.445,-3.473,-3.643,5.607,cycling
2.916,-0.572,9.337,-0.178,9.452,4.413,-3.26,-4.02,5.62,cycling
2.844,-0.509,9.228,-0.261,9.433,4.245,-3.121,-4.33,5.403,cycling
2.802,-0.432,9.122,-0.348,9.383,4.037,-2.99,-4.598,4.954,cycling
2.774,-0.371,9.025,-0.412,9.267,3.809,-2.883,-4.815,4.574,cycling
2.759,-0.326,8.928,-0.474,9.139,3.553,-2.726,-5.011,4.366,cycling
2.771,-0.298,8.826,-0.541,9.017,3.322,-2.551,-5.235,4.471,cycling
2.793,-0.263,8.763,-0.582,8.978,3.187,-2.356,-5.485,4.511,cycling
2.793,-0.247,8.708,-0.608,8.981,3.196,-2.166,-5.631,4.385,cycling
2.72,-0.239,8.648,-0.594,8.984,3.309,-1.949,-5.606,4.266,cycling
2.624,-0.251,8.589,-0.565,8.896,3.438,-1.695,-5.478,4.034,cycling
2.564,-0.269,8.582,-0.557,8.697,3.539,-1.636,-5.268,4.023,cycling
2.538,-0.291,8.617,-0.567,8.473,3.596,-1.732,-5.052,4.33,cycling
2.516,-0.298,8.702,-0.613,8.279,3.615,-1.938,-4.808,4.743,cycling
2.465,-0.314,8.856,-0.666,8.15,3.628,-2.194,-4.494,5.163,cycling
2.375,-0.339,9.031,-0.705,8.138,3.636,-2.52,-4.134,5.613,cycling
2.294,-0.338,9.136,-0.723,8.205,3.615,-2.787,-3.858,5.764,cycling
2.252,-0.285,9.166,-0.709,8.317,3.618,-3.148,-3.575,5.787,cycling
2.225,-0.181,9.141,-0.692,8.468,3.661,-3.626,-3.314,5.666,cycling
2.162,-0.078,9.035,-0.705,8.623,3.727,-4.143,-3.105,5.604,cycling
2.069,-0.007,8.93,-0.747,8.726,3.826,-4.615,-2.877,5.784,cycling
2.035,0.083,8.874,-0.795,8.79,3.923,-5.039,-2.553,6.166,cycling
2.108,0.247,8.915,-0.821,8.832,4.002,-5.262,-2.128,6.614,cycling
2.234,0.48,9.023,-0.79,8.851,4.075,-5.233,-1.604,7.016,cycling
2.316,0.727,9.099,-0.696,8.881,4.119,-5.1,-1.021,7.268,cycling
2.31,0.927,9.149,-0.569,8.921,4.125,-5.028,-0.408,7.396,cycling
2.246,1.055,9.17,-0.413,8.978,4.058,-4.996,0.091,7.561,cycling
2.168,1.122,9.154,-0.284,9.1,3.956,-5.071,0.498,7.561,cycling
2.096,1.165,9.143,-0.205,9.236,3.867,-5.27,0.804,7.609,cycling
2.061,1.238,9.149,-0.198,9.321,3.776,-5.535,1.082,7.657,cycling
2.112,1.308,9.13,-0.224,9.404,3.706,-5.759,1.466,7.713,cycling
2.236,1.344,9.122,-0.242,9.498,3.658,-5.868,1.914,8.3,cycling
2.394,1.335,9.118,-0.244,9.491,3.63,-5.64,2.309,9.27,cycling
2.552,1.31,9.147,-0.255,9.421,3.581,-5.253,2.72,10.41,cycling
2.673,1.302,9.165,-0.277,9.309,3.527,-4.985,3.13,11.75,cycling
2.752,1.277,9.205,-0.338,9.13,3.451,-4.993,3.128,12.538,cycling
2.796,1.219,9.275,-0.436,8.884,3.354,-5.154,2.934,12.695,cycling
2.759,1.08,9.319,-0.535,8.78,3.274,-4.987,2.875,12.616,cycling
2.637,0.907,9.379,-0.622,8.908,3.291,-4.338,2.931,12.707,cycling
2.47,0.757,9.425,-0.7,9.121,3.412,-3.413,3.081,12.981,cycling
2.346,0.673,9.449,-0.739,9.278,3.563,-2.473,3.2,13.226,cycling
2.325,0.712,9.486,-0.684,9.266,3.674,-1.621,3.372,13.386,cycling
2.435,0.87,9.525,-0.554,9.249,3.739,-0.849,3.44,13.321,cycling
2.57,1.07,9.509,-0.402,9.237,3.794,-0.315,3.406,12.828,cycling
2.662,1.216,9.44,-0.297,9.161,3.796,-0.138,3.355,12.195,cycling
2.692,1.302,9.357,-0.248,9.038,3.713,-0.375,3.402,11.693,cycling
2.631,1.323,9.284,-0.236,8.874,3.582,-0.996,3.48,11.592,cycling
2.496,1.275,9.238,-0.227,8.673,3.431,-1.644,3.326,11.413,cycling
2.348,1.204,9.24,-0.201,8.647,3.344,-2.282,3.031,11.212,cycling
2.204,1.115,9.313,-0.17,8.808,3.367,-2.902,2.722,11.371,cycling
2.087,1.024,9.391,-0.16,8.976,3.51,-3.184,2.368,11.232,cycling
1.998,0.941,9.462,-0.157,9.137,3.724,-3.274,2.055,10.429,cycling
1.998,0.837,9.47,-0.168,9.27,3.996,-3.674,1.938,9.226,cycling
1.942,0.718,9.426,-0.186,9.345,4.209,-4.357,2.017,8.323,cycling
1.912,0.506,9.331,-0.214,9.347,4.293,-5.006,2.106,7.902,cycling
1.834,0.2,9.255,-0.236,9.248,4.207,-5.407,2.07,7.869,cycling
1.751,-0.08,9.249,-0.181,9.086,4.005,-5.648,1.97,8.249,cycling
1.712,-0.071,9.284,-0.036,8.964,3.764,-5.728,1.814,8.838,cycling
1.782,-0.47,9.327,0.14,8.897,3.563,-5.625,1.586,9.141,cycling
1.872,-0.56,9.372,0.281,8.82,3.4,-5.282,1.435,9.07,cycling
1.994,-0.583,9.341,0.33,8.696,3.274,-4.714,1.353,8.78,cycling
1.994,-0.583,9.341,0.272,8.557,3.162,-4.101,1.34,8.207,cycling
2.13,-0.601,9.158,0.168,8.474,3.124,-4.277,1.311,7.525,cycling
